,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
4266,Newton 2-23-129-2,"review video's, psa's and speak with client about domestic violence. offer support and a safe place for client to express feelings and vent about stressors. ",Excellent progress,get mentored for school/work,Client has a very conflicted relationship with his girlfriend. Girlfriend may be pregnant. ,face spme kind of problem,retest,25.0,1,13.0,,-5.653893358,,-1.402174276
4290,Newton 2-23-130-1,client has improved his behavior through the guidance and anger management sessions that he's done with voala team. client learned to solve his problems through none violence. ,Task/Service successfully completed,get mentored for school/work,"client has behavior issues, likes to fight in school.",need something,retest,15.0,1,13.0,,-0.154530052,1.10346175,-2.721478749
4308,Newton 2-23-132-1,cm will provide client with job readiness workshop.,Task/Service successfully completed,developmental asset,client is in need of a job. ,anger related issues,retest,23.0,1,13.0,,-0.117952811,-0.971796788,-0.4966765520000001
4320,Newton 2-23-135-1,program will provide gang awareness and life skill workshops,Task/Service successfully completed,substance abuse/anger management/life skill,client hangs out with active gang members,face spme kind of problem,retest,22.0,2,13.0,,-1.363922078,-0.522624074,-2.956039882
4328,Newton 2-23-138-1,"client will commit to job readiness workshops, cm will be following up with client to implement these workshops to achieve these goals. ",Task/Service successfully completed,get mentored for school/work,Client Needs job readiness workshops to learn how to establish a foundation in the work fields. ,"id, work related isssues",retest,20.0,1,13.0,,-0.635965979,-0.961730121,-5.142339156999999
4336,Newton 2-23-139-1,cm will implement structure for client to commit 2x a week to make sure all service needs get met. ,Task/Service successfully completed,get mentored for school/work,Client needs to establish how to resume build. Clients needs to be provided with resume building workshops to continue how to submit forms needed for a job. ,"id, work related isssues",retest,23.0,2,13.0,,4.543259978,-1.069300915,-4.455468354
4347,Newton 2-23-141-1,"discuss with client the positive outcome in reducing negative influence,  making him see that family is first in order to have him strive in school. client is spending less time with negative peers and more time with the gryd program. ",Task/Service successfully completed,get mentored for school/work,Client needs to  minimize interaction with negative peers.,"id, work related isssues",retest,18.0,1,13.0,,0.118449624,-1.037587868,-2.557985851
4368,Newton 2-23-151-1,"client changed his negative peer interaction to social activities, he no longer has the restrictions of gang boundaries.",Task/Service successfully completed,get mentored for school/work,Client has boundaries that are not easy to cross due to him being a gang member.,face spme kind of problem,retest,24.0,1,13.0,-7.33766016,4.355328172,-0.409716583,-1.4103083319999998
4390,Newton 2-23-156-1,"team motivated client until he completed his substance abuse program, terminated his probation and obtained a part time job.",Task/Service successfully completed,get mentored for school/work,"Client needs assistance with gang intervention services, substance abuse, and counseling services.",face spme kind of problem,retest,26.0,1,13.0,-7.116504327,4.425506311,-2.155682247,-3.534036417
4409,Newton 2-23-167-1,drug problem-refer to webber,Task/Service successfully completed,get mentored for school/work, client tested dirty for Marijuana/ uses alcohol occasionally,face spme kind of problem,retest,19.0,1,13.0,,-2.183387356,,-2.358791886
4457,Newton 2-23-175-1,team will mentor client and have client participate in more positive recreational activities at voala.,Task/Service successfully completed,get mentored for school/work,"Client has behavioral issues with mother. Per mother, client doesn't listen to her and stays out at night to hang out with negative peers. ",face spme kind of problem,retest,15.0,2,13.0,,3.562020592,-1.0546268840000002,-2.956039882
4459,Newton 2-23-181-1,client will come to program and work on community services hours,Task/Service successfully completed,get mentored for school/work,client has been assigned 47 hours of community service from an outstanding ticket . ,face spme kind of problem,retest,17.0,2,13.0,,-1.339917313,2.045464604,-0.93305201
4508,Newton 2-23-183-1,client will continue his community service hours until all requirements from probation officer are terminated.,Task/Service successfully completed,get mentored for school/work,"Client needs assistance completing his community service hours, in order to meet his probation requirements. ","id, work related isssues",retest,17.0,1,13.0,,3.500684148,-1.456168724,-3.642910686000001
4540,Newton 2-23-185-1,"cm will provide job readiness workshop, client will be referred in house job/readiness workshops to complete advancement skills towards a better career. ",Task/Service successfully completed,developmental asset,client has only worked part time temporary summer jobs in past. Client needs Job readiness workshop skills to further clients education skills to complete applications. ,"id, work related isssues",retest,20.0,2,13.0,,1.569463016,-0.652205915,-4.329781489
4577,Newton 2-23-198-1,client will attend the program until he completes all probation requirements.,Task/Service successfully completed,get mentored for school/work,Client is on probation and needs assistance meeting requirements. ,"id, work related isssues",retest,18.0,1,13.0,,2.706903667,0.099031384,-3.877471819
4595,Newton 2-23-200-2,"have client lead peer group meeting, have client assist in leading, playing life-kills workshops. give client the task of meeting 2 new people.",Good progress,get mentored for school/work,Anti-social behavior. Very quit. Stays to her-self,face spme kind of problem,retest,16.0,2,,,-1.737429671,,-2.08904508
4599,Newton 2-23-201-1,client will continue to follow all program days work at snl and stay on the positive track with mentoring.,Excellent progress,get mentored for school/work,client resides in the GRYD needs to stay focused client is an easy target to follow the negative crowd.,face spme kind of problem,retest,18.0,2,13.0,,-0.155886282,-5.276513795,-5.485774558999998
4601,Newton 2-23-204-1,job leads and job readiness workshops will be provided by cm. client will come in twice a week to have access for job searches online.,Task/Service successfully completed,get mentored for school/work,"Client is looking for employment, and would like to be referred to access Guard card school.",face spme kind of problem,retest,19.0,2,13.0,,-1.3538260169999998,-0.418539455,-5.485774558999998
4609,Newton 2-23-210-1,introduce client to alternative art classes. push client to show his art.,Excellent progress,get mentored for school/work,Client does not believe in his own abilities. ,face spme kind of problem,retest,18.0,1,13.0,,1.372967412,-1.882086595,-0.410343816
4618,Newton 2-23-215-1,referred client to hopics for trauma counseling.  ,Task/Service successfully completed,get mentored for school/work,TRC-Core Trauma Referral shows that client needs Trauma sessions. ,face spme kind of problem,retest,16.0,1,13.0,,2.3686957630000003,2.422630412,-3.0104770160000003
4626,Newton 2-23-216-1,team will assist client complete his community service hours in house in order to meet p.o requirements.  ,Task/Service successfully completed,get mentored for school/work,"Client is on probation, must complete community service hours. ",face spme kind of problem,retest,18.0,1,13.0,,0.799848718,0.8012745590000001,-2.378043347
4644,Newton 2-23-217-1,due to client getting out of the federal prison client will be referred to homeboys industry for re-entry program.,Excellent progress,get mentored for school/work,client is in a group home currently was released from federal prison and needs a program to get back on track.,face spme kind of problem,retest,29.0,1,13.0,,,0.114949211,-5.485774558999998
4662,Newton 2-23-218-1,client was referred to work source.,Task/Service successfully completed,get mentored for school/work,Client has currently been release from Federal prison and needs employment opportunities.,"id, work related isssues",retest,30.0,2,13.0,,-2.956390461,-0.7222125009999999,-2.956039882
4670,Newton 2-23-219-1,client has been enrolled in voa community service program. cm will stay in contact with client in regards to meeting the needs of probation requirements. ,Excellent progress,get mentored for school/work,Client is on probation and has to complete 400 hours of community services. ,face spme kind of problem,retest,23.0,1,13.0,,2.181690377,-1.263917312,1.236434669
4678,Newton 2-23-220-1,•speak with client about going to court and clearing up business her had not handled,A Little progress,get mentored for school/work,•Probation (1yr to 3yr)- has not been checking in nor has client completed any of the need components/requirements ,anger related issues,retest,23.0,2,13.0,,-2.743600839,,3.879608053
4702,Newton 2-23-224-1,client and mother will take family counseling. new plan: cm team will invite client mother to attend events were client presents her writing/poems ,Some progress,get mentored for school/work,Clients escape from parental authority is the streets.,face spme kind of problem,retest,17.0,2,13.0,,-3.551359064,,-2.667041615
4726,Newton 2-23-227-1,team will assist client meet his probation requirements in-house in order to terminate his probation. ,Task/Service successfully completed,get mentored for school/work,Client is on probation and needs to meet all requirements.,"id, work related isssues",retest,15.0,1,13.0,,2.108245701,-1.872384594,-1.010881884
