GRYD_ETO_ID,S6b_Other_Activities,S11a_Comments,A1_Description,A2_Description,A3_Description,O1_other_group_name,Group_name_part1,PUSH_1,PULL_1,text_all,Emotion
Newton 1-17-226-1,Playing basketball,Was hurt by an uncle,,,,No other group,No group,,,"Newton 1-17-226-1,Playing basketball,Was hurt by an uncle,No other group,No group",sadness
Southwest 2-23-129-1,"I go to my program, and to activities",At school I be getting hit up,"Work, and gyn",,Skateboarding,GRYD,No group,,,"Southwest 2-23-129-1,I go to my program, and to activities,At school I be getting hit up,Work, and gyn,Skateboarding,GRYD,No group",fear
Foothill-14-455-1,Christian church,Got kicked out of school,Church friends,Helping with church,,No name,Group,Client's family doesn't want to see him.,School and getting a job.,"Foothill-14-455-1,Christian church,Got kicked out of school,Church friends,Helping with church,No name,Group,Client's family doesn't want to see him.,School and getting a job.",joy
Southeast 3-10-175-2,Church activities,Being homeless,Good friends,Football team,,Football team,No group,,,"Southeast 3-10-175-2,Church activities,Being homeless,Good friends,Football team,Football team,No group",fear
Rampart 1-12-560-2,Job readiness,Got beat up bad.,,,,No other group,No group,,,"Rampart 1-12-560-2,Job readiness,Got beat up bad.,No other group,No group",fear
Devonshire-Topanga-11-160-1,,Being homeless,School friends,,,School friends,No group,,,"Devonshire-Topanga-11-160-1,Being homeless,School friends,School friends,No group",fear
Harbor-21-169-2,,Family blames on brother death,,,Lowriding,Lowriders,16th Street,Family blame on brother's death,No,"Harbor-21-169-2,Family blames on brother death,Lowriding,Lowriders,16th Street,Family blame on brother's death,No",sadness
Southwest 1-15-350-2,Clients meets with CIW for mentoring,Want a better job,Coworkers,CBInc,CBInc,CBInc,Group,,,"Southwest 1-15-350-2,Clients meets with CIW for mentoring,Want a better job,Coworkers,CBInc,CBInc,CBInc,Group",fear
Foothill-14-456-1,Didn't share,Decline to state what happened,,,,No other group,No group,,,"Foothill-14-456-1,Didn't share,Decline to state what happened,No other group,No group",sadness
Harbor-21-198-1,GRYD,DCFS was called,Rainbow,Rainbow,Rainbow,Rainbow,Winter,DCFS,Filled child custody,"Harbor-21-198-1,GRYD,DCFS was called,Rainbow,Rainbow,Rainbow,Rainbow,Winter,DCFS,Filled child custody",neutral
Southwest 2-23-67-3,Reading and exercising,Child was taken by DCFS,,,,No other group,No group,,,"Southwest 2-23-67-3,Reading and exercising,Child was taken by DCFS,No other group,No group",sadness
Hollenbeck 2-20-50-3,"Sports, music",My grandma passing away,Basketball friends,,,basketball friends,Friends from school,"Yes, my grandmother passing away",Just wanting to do good after my grandmother died,"Hollenbeck 2-20-50-3,Sports, music,My grandma passing away,Basketball friends,basketball friends,Friends from school,Yes, my grandmother passing away,Just wanting to do good after my grandmother died",sadness
Harbor-21-175-1,GRYD,Best friend was killed,Work Guys,,,Work Guys,Dubs,Best friend was killed,Got full time job to get own apartment,"Harbor-21-175-1,GRYD,Best friend was killed,Work Guys,Work Guys,Dubs,Best friend was killed,Got full time job to get own apartment",sadness
77th 1-16-113-1,,Losing my child's father,school friends,,[mentor name],Mentor,No group,,,"77th 1-16-113-1,Losing my child's father,school friends,[mentor name],Mentor,No group",sadness
Southwest 1-15-347-2,,Family getting jumped,,,,No other group,Group,No,No,"Southwest 1-15-347-2,Family getting jumped,No other group,Group,No,No",joy
Devonshire-Topanga-11-154-1,,kids got taken away by DCFS,,,,No other group,No group,,,"Devonshire-Topanga-11-154-1,kids got taken away by DCFS,No other group,No group",fear
Southwest 1-15-346-2,,My brother got jumped,,,,No other group,Group,No,Changing school,"Southwest 1-15-346-2,My brother got jumped,No other group,Group,No,Changing school",sadness
Southwest 2-23-189-1,I go to my program as much as I can,I was arrested for acquisition at school,,GRYD,,Volunteers of America (GRYD),No group,,,"Southwest 2-23-189-1,I go to my program as much as I can,I was arrested for acquisition at school,GRYD,Volunteers of America (GRYD),No group",fear
Rampart 1-12-481-2,GRYD program,Close friend passed away,,,,No other group,My friends,No,No,"Rampart 1-12-481-2,GRYD program,Close friend passed away,No other group,My friends,No,No",sadness
Southwest 1-15-314-2,Workout,Friend went to prison,,,,No other group,Group,A lot of my friends were killed,Working,"Southwest 1-15-314-2,Workout,Friend went to prison,No other group,Group,A lot of my friends were killed,Working",sadness
Southwest 1-15-316-2,,Trying to obtain a reasonable pay wage,,,,No other group,Group,My first born son has given me a different outlook on life.,Having a child,"Southwest 1-15-316-2,Trying to obtain a reasonable pay wage,No other group,Group,My first born son has given me a different outlook on life.,Having a child",fear
BVCB-0-158-3,,Close friend went to prison,,,,No other group,Group,,,"BVCB-0-158-3,Close friend went to prison,No other group,Group",sadness
Hollenbeck 2-20-136-2,Art work,Grandma sister passed away,,,,No other group,No group,,,"Hollenbeck 2-20-136-2,Art work,Grandma sister passed away,No other group,No group",sadness
Harbor-21-199-1,,Went to jail for a gun,,,,No other group,Dub,Went to jail for gun,No,"Harbor-21-199-1,Went to jail for a gun,No other group,Dub,Went to jail for gun,No",joy
Northeast-20-242-2,,lost all rights to see son,SEA,,SEA,SEA,No group,,,"Northeast-20-242-2,lost all rights to see son,SEA,SEA,SEA,No group",sadness
Southwest 1-15-319-2,"CBI, teen club, community basketball",Can't wait till 16 so he can work,School/b ball team,teen club/b ball team,,No name,No group,,,"Southwest 1-15-319-2,CBI, teen club, community basketball,Can't wait till 16 so he can work,School/b ball team,teen club/b ball team,No name,No group",joy
Northeast-20-300-2,,Low grades,,,,No other group,Homies,2 of my homies getting blasted,My girl and trying to get a job,"Northeast-20-300-2,Low grades,No other group,Homies,2 of my homies getting blasted,My girl and trying to get a job",sadness
Harbor-21-203-1,,DCFS,,,,No other group,Girlz,DCFS still going,No,"Harbor-21-203-1,DCFS,No other group,Girlz,DCFS still going,No",neutral
Southwest 1-15-349-2,Working out/power walking,Cell phone was stolent,,,,No other group,Group,Cousin was killed,Trying to graduate high school,"Southwest 1-15-349-2,Working out/power walking,Cell phone was stolent,No other group,Group,Cousin was killed,Trying to graduate high school",sadness
Southwest 1-15-355-2,Gym/run,School closing,,,,No other group,Group,Nothing,Trying to finish school,"Southwest 1-15-355-2,Gym/run,School closing,No other group,Group,Nothing,Trying to finish school",sadness
Hollenbeck 1-20-177-2,,school,,,,No other group,Friends,no,"yes, school","Hollenbeck 1-20-177-2,school,No other group,Friends,no,yes, school",neutral
Harbor-21-176-2,,Grandmother got very sick,Sports,Torrance,Sports,Pirates,Dodge,Grandmother got very sick,No,"Harbor-21-176-2,Grandmother got very sick,Sports,Torrance,Sports,Pirates,Dodge,Grandmother got very sick,No",sadness
Northeast-20-263-3,,Not having a job,,,,No other group,Homies,Homies getting locked up,Having a boyfriend,"Northeast-20-263-3,Not having a job,No other group,Homies,Homies getting locked up,Having a boyfriend",sadness
Southwest 1-15-366-2,,Got sucker punched,,,,No other group,No group,,,"Southwest 1-15-366-2,Got sucker punched,No other group,No group",anger
Southwest 1-15-360-2,,Got jumped,,,,No other group,No group,,,"Southwest 1-15-360-2,Got jumped,No other group,No group",neutral
Hollenbeck 1-20-188-2,YES program,addiction,,,other friends,other friends,Friends,my addiction has pushed me away,"stay sober, daugher, job","Hollenbeck 1-20-188-2,YES program,addiction,other friends,other friends,Friends,my addiction has pushed me away,stay sober, daugher, job",sadness
Newton 2-23-247-1,GRYD/Hopics,DV case/conflicted relationship with kids' father,,,GRYD,No other group,No group,,,"Newton 2-23-247-1,GRYD/Hopics,DV case/conflicted relationship with kids' father,GRYD,No other group,No group",sadness
Foothill-14-473-1,,Broke ankle,Soccer team,,,Soccer team,No group,,,"Foothill-14-473-1,Broke ankle,Soccer team,Soccer team,No group",sadness
Harbor-21-217-1,Clean room in house,"Might be a dad, being on probation",,,,No other group,Mahar,"Because of probation, the fight that opened my eyes at school",Having a baby (possible),"Harbor-21-217-1,Clean room in house,Might be a dad, being on probation,No other group,Mahar,Because of probation, the fight that opened my eyes at school,Having a baby (possible)",fear
Northeast-20-269-2,,Medical scare. Loss of a friend,School friends,,,School friends,No group,,,"Northeast-20-269-2,Medical scare. Loss of a friend,School friends,School friends,No group",fear
Hollenbeck 1-20-183-2,YES program,Famliy and friends,,,,No other group,Friends,No,No,"Hollenbeck 1-20-183-2,YES program,Famliy and friends,No other group,Friends,No,No",joy
Hollenbeck 1-20-205-2,,School and losing of friend,,,,No other group,Friends,No,No,"Hollenbeck 1-20-205-2,School and losing of friend,No other group,Friends,No,No",sadness
Northeast-20-211-2,Community service,Getting more tickets,,,,,Homies,No,Working,"Northeast-20-211-2,Community service,Getting more tickets,Homies,No,Working",neutral
Newton 2-23-129-2,GRYD program,Lose [sic] of baby,Job friend,,GRYD,No other group,No group,,,"Newton 2-23-129-2,GRYD program,Lose [sic] of baby,Job friend,GRYD,No other group,No group",sadness
Hollenbeck 3-20-193-2,Volunteer at library,Family issues and moving out of town.,,,,No other group,Homies,Got detained doing a beer run and got fined for doing. I didnt do,Focusing on school and finding work,"Hollenbeck 3-20-193-2,Volunteer at library,Family issues and moving out of town.,No other group,Homies,Got detained doing a beer run and got fined for doing. I didnt do,Focusing on school and finding work",sadness
Southwest 2-23-193-1,I go to my anger management program,I had a bad fight with my best friend,School friends,,VOALA,Volunteers of America (GRYD),No group,,,"Southwest 2-23-193-1,I go to my anger management program,I had a bad fight with my best friend,School friends,VOALA,Volunteers of America (GRYD),No group",sadness
Southwest 1-15-298-1,"School, CBI, bake sales",Not trying to be homeless,"School, CBI","Community teen club/former, CBI",CBI,Other group,Group,Working with CBI and pregnant,"Working with CBI, graduating, and being pregnant","Southwest 1-15-298-1,School, CBI, bake sales,Not trying to be homeless,School, CBI,Community teen club/former, CBI,CBI,Other group,Group,Working with CBI and pregnant,Working with CBI, graduating, and being pregnant",fear
Southwest 2-23-202-1,"I go running, and to my program",I got busted for being at the wrong place at the wrong time,Job,,,No other group,MS,mara somos,mara somos,"Southwest 2-23-202-1,I go running, and to my program,I got busted for being at the wrong place at the wrong time,Job,No other group,MS,mara somos,mara somos",sadness
Newton 2-23-113-2,GRYD program,Break-up,Church,Dance,GRYD program,GRYD friends program,No group,,,"Newton 2-23-113-2,GRYD program,Break-up,Church,Dance,GRYD program,GRYD friends program,No group",sadness
Southwest 1-15-308-3,,Sister was killed,,,,No other group,Group,Having mentors,Going to school,"Southwest 1-15-308-3,Sister was killed,No other group,Group,Having mentors,Going to school",fear
Newton 2-23-249-1,GRYD program,On probation,School friends,,,GRYD,No group,,,"Newton 2-23-249-1,GRYD program,On probation,School friends,GRYD,No group",sadness
Southwest 1-15-384-2,CB Inc,A loved one got shot,"CBI, SNL job",CBI,CBI,Other group,No group,,,"Southwest 1-15-384-2,CB Inc,A loved one got shot,CBI, SNL job,CBI,CBI,Other group,No group",sadness
Foothill-14-468-1,,I was being bullied in high school,,,,No other group,No group,,,"Foothill-14-468-1,I was being bullied in high school,No other group,No group",fear
Newton 1-17-289-1,,Lost custody of her children,,,Friends,Friends,No group,,,"Newton 1-17-289-1,Lost custody of her children,Friends,Friends,No group",sadness
Devonshire-Topanga-11-165-1,GRYD workshops,Break up &  parents fight,School friends,,GRYD team,GRYD team,No group,,,"Devonshire-Topanga-11-165-1,GRYD workshops,Break up &  parents fight,School friends,GRYD team,GRYD team,No group",sadness
Mission-14-254-2,GRYD FCM program participation,Family issues,,,,No other group,Homies,No,No,"Mission-14-254-2,GRYD FCM program participation,Family issues,No other group,Homies,No,No",sadness
