ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Newton 1-23-353-1,client is known to hang with local community members and has closed ties with a lot of active youngsters. ,CIW to meet with Client once a week for gang awareness. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-355-1,client hangs with community member and need a  job.,CM going assist him with job leads ,Excellent progress,0,Emotional/behavior issues
Newton 1-23-356-1,client is known to hang out with local community members and smokes weed. ,client will work with CIW once a week.,No progress,0,Emotional/behavior issues
Newton 1-23-357-1,client has anger issues. client like to run the streets with local community members. ,CM is recommending for client to attend anger management and life skills.,No progress,0,Emotional/behavior issues
Newton 1-23-358-1,client needs anger agreements and life skills and mentoring. client is in crew.,Client has anger problems,Good progress,0,Emotional/behavior issues
Newton 1-23-359-1,client is homeless and pregnant and needs domestic violence parenting classes.,Client need parenting class and domestic violence ,A Little progress,0,Emotional/behavior issues
Newton 1-23-360-1,client need fulltime job. ,Client need a fulltime job to take care of her kids.,Some progress,0,Emotional/behavior issues
Newton 1-23-361-1,client problem is substance abuse and hanging with community members. ,Client has substance abuse problem,Excellent progress,0,Emotional/behavior issues
Newton 1-23-363-1,client is looking for a stable leaving conditions.,Client will be taken to the agency Hopics to get her in placement.,A Little progress,0,Emotional/behavior issues
Newton 1-23-364-1,client hangs out with community members.,Client can not find a job .CM will recommend job leads.,Some progress,0,Emotional/behavior issues
Newton 1-23-370-1,client was refer from centinela divergent program to take life skills class. client was caught vandalizing. ,Client will be attending the life skills class and receiving mentor ship from CIW.,A Little progress,0,Emotional/behavior issues
Newton 1-23-372-1,client is very easily influence by others especially when it comes down to boys. client likes hanging out with local community members.,CM want client to attend life skills class and have mentoring session with CIW,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-376-1,client is on probation and needs to do community 100 of community ,Client will be refer to take a Life Skills class to get hours for community service. Client will also attend all community events with Newton 1 and volunteer in helping.,A Little progress,1,Need assistance with employment search
Newton 1-23-378-1,client has substance abuse problem.,CM will advise client to attend substance Abuse classes.,Some progress,0,Emotional/behavior issues
Newton 1-23-379-1,client gets very angry and cannot control himself.,Client will be refer to Anger Management classes,A Little progress,0,Emotional/behavior issues
Newton 1-23-380-1,client is easily influence to do things.,CM recommended that client be refer to life skills class and CIW will be working closely with client to mentor him and change his way of thinking.,A Little progress,0,Emotional/behavior issues
Newton 2-13-269-1, substance abuse classes needed as per court order,Have client participate in our drug free world education classes that VOALA facilitates in house.,No progress,0,Emotional/behavior issues
Newton 2-13-269-1,client is currently on probation and needs assistance meeting probation requirements.,Team will assist client meet all requirements in order to terminate his probation.,No progress,0,Emotional/behavior issues
Newton 2-21-281-1,client needs to complete community service in order to get off probation,Will provide facility to complete community service ,Task/Service successfully completed,5,Need to complete community service hours for probation requirements
Newton 2-21-285-1,needs id,to get client a form and help her get id,Task/Service successfully completed,0,Emotional/behavior issues
Newton 2-22-166-2,layed off work. ,Update client resume. Provide transportation for client to job fair. Connect client with job leads. ,Task/Service successfully completed,2,Need work ready documents/California id
Newton 2-22-166-2,layed off work. ,Connect client with paid internship program,Excellent progress,2,Need work ready documents/California id
Newton 2-23-9-1,client is on probation and has patterns of substance abuse misuse.,Client will continue to report as requested per probation officer and pay restitution owed. Client will also continue disassociation with gang members so that substance abuse can end.,A Little progress,0,Emotional/behavior issues
Newton 2-23-11-1,substance abuse. client will enroll in substance abuse program to receive outpatient treatment,Client will be referred to a non profit organization to receive outpatient treatment.,Good progress,0,Emotional/behavior issues
Newton 2-23-11-1,mental health. client needs one on one counseling.,Client will co-enrolled with non profit that will be providing outpatient treatment.,Good progress,0,Emotional/behavior issues
Newton 2-23-11-1,client is court order to attend parenting classes.,Client will co enroll in non profit where he will be receiving other services needed,Good progress,0,Emotional/behavior issues
Newton 2-23-13-1,client currently has an open dcfs case. client also has some substance abuse issues.,Client will receive outpatient substance abuse treatment.,Some progress,0,Emotional/behavior issues
