sentiment,selected_text
sadness,When I didn't get a certain job at Lillehammer which I wanted very much.
sadness,tired
neutral,o ok..im jealous..i wish I was in bed
sadness,Worst of times considering i can`t have any
sadness,what lol?
sadness,I WAS sad and also slightly amused to read the recent letter from a reader about the skilled worker only being offered 3 an hour . 
worry,
neutral,
worry,miss
neutral,Link
worry,so close to tennessee
sadness,
worry,being upset
worry,
worry,Oh no one minute too late! Oh well
worry,sick
sadness,finding out you have to cover extra shifts this week..
worry,hehe yeah! but too late hun
fear,"Meanwhile Crowe , who had been watching the carnage unfold from the other end with increasing horror , unfurled some strokes of class in an attempt to ease the situation . "
fear,"@samobyrne Haha, ye found it, was in Krystle... When I first read that I thought I was drunkenly looking for something else  "
neutral,
worry,isn`t fun
neutral,
neutral,is actual gonna need a new job and not just want
anger, What ? You're overcharging me ! 
neutral,
worry,Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!
worry,you sure love that sushi.
neutral, Thank you . 
sadness,tired
fear,Vincent was irritated but not dismayed . 
worry,
worry,no fair.
sadness,RIP my old friend.
anger, My car won ’ t start ! Stupid old car ! 
sadness,
neutral,haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!
sadness,i think im just going to wind up going Home and go to bed
worry,
worry,Shower. Class. More class. Taking care of my lady-friend.
neutral,tired
neutral,Guess I`ll take a nap
worry,bruise
neutral, Um ... no . 
worry,is on air
neutral,
fear,When I was operated on the knee and had to go through rehabilitation.
worry,i dont feel very good
neutral,In our vedanta class we have a saying 'Chit Happens' (chit being mind vibrations or thoughts)
sadness,I have to go to work with out my  and
sadness,sad..
neutral,I wish I had company
anger,When an unknown person provoked me verbally and physically.
sadness,how sad! are you saying that I`m fat?  *tears*
neutral,' good luck
worry,
sadness,"When I was 9 years old, I got a cat, but after 3 days he died. I was very sad, because I had nursed him and taken him to the veterinary's - but in vain. Although I had had him only for a short time I had liked him very much."
fear,When I was a child I hid under the sheets out of fear of darkness.
worry,Twitter you suck
neutral,Hey! That`s about what ours was... for round 1. :/ Round 2 next week...
worry,o lazy
neutral,Shakedown Street!!!
anger,When my sister took my things without having asked for my permission first.
sadness,sad..
neutral,I am going to see how long I can do this for.
worry,ihate
neutral,thaanks!
sadness,Kurzlinger hated Voss for what he had done and the man 's grief for his murdered love was not to be underestimated . 
sadness,
neutral,And you!
fear,I am a kindergarten teacher and I am thoroughly weary of my job.  After having taken the university entrance exam I suffered from anxiety for weeks as I did not want to carry on with my work - studies were the only alternative. 
neutral,
neutral,i`m getting this assignment done
neutral, Certainly . 
worry,too late
worry,wonderful
sadness,"Her fingers tightened on his hands , hearing the anguish in his voice . "
neutral, Why ? 
sadness,
sadness,A friend of mine could not make it back to university after having failed the exams.
sadness, What a pity ! I missed it again . 
neutral,
worry,Fun times!
neutral,not yet. I save the pages to read for when I travel
sadness,"I`d rather be at #BEATweetup.  Instead, I`m taking my cue from  and shutting down.   reprezent-zen"
worry,problem.
fear,"Despite the disquiet at the club this year , Mr Stringer still appears more relaxed and more in control than he did when he first took charge in that winter of 1987 . "
fear,"As a food and store safety officer , I felt dismayed and frustrated to see in the Journal , members of staff wearing inappropriate jewellery and , in high risk areas , all hair not kept within hats . "
neutral, Great . 
worry,..hope u feel better!
sadness,Hate being sick
neutral, What are you talking about ? Let me see that ... What are horoscopes ? 
anger,"When a professor of this faculty laughed at, and was suspicious of a composition written by a class-mate and me."
neutral,collapses!
neutral,I agree  pre decided I think...
neutral,sorry
neutral," Oh , I see . "
worry,Its two o clock in the morning!
neutral,
anger,"One of my friends kept criticizing me about everything I did. I thought she was kidding, but later I found out that she was serious."
sadness,The loss of a very good friend.
neutral,
sadness,When I noticed that my parents were not in such a prosperity as most people in my surroundings.
sadness,
neutral,
neutral, In the end it was a nice evening and I got an iPad as my birthday present which I wanted for a while . 
sadness,When my last relation broke up.
neutral,
anger, I'm glad . 
neutral,y typical
fear,@TBLightning Cats are afraid of water. Water=rain. Rain=storms. Storms=LIGHTNING. Therefore Panthers Lightning. #gobolts.
neutral,http://twitpic.com/4jax3 - Update Ableton Live
sadness,hates the sound of silence..doesnt like being shut out..
neutral, I will be all right soon . I was terrified when I watched them fall from the wire . 
neutral,Europe bound
worry,
neutral,I will - but you will never know it`s me
sadness,!  so sa
sadness,"a lil funny at first to do so,"
worry,you told me u would be there...lol! Hmmmm where were u.....
neutral,
neutral,you`re not annoying.
sadness,"My sister was in a hospital, later in the evening we received the information that she had died."
sadness,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol"
neutral, Why not ? 
worry,cry
sadness,"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved."
sadness,
sadness,We had to finish the life of our 8 year-old dog.
sadness,
sadness,
sadness, I ’ d better go tomorrow . 
anger,"When a person is privileged in account of situations that are unjust, and disloyal to colleagues and friends."
sadness,
worry,My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don`t have yours.
worry,well then take your sexy **** to sleep then foo.  how as your weekend mami?
neutral, Right . 
neutral,next time you are around please let me and  know and we will take you for lunch too
neutral,wasn`t that mother song SO funny? SO wrong but SO funny - I heart
anger,"We were in a disco and the evening was not at all pleasant.  Despite my not knowing why, I was angry with my companion.  I let him feel my bad humour as I cannot hide my feelings."
sadness,"` Ma , "" he said in a tentative tone of voice , his face going slowly pink with the strain of trying to communicate with his despondent parent . "
sadness,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
worry,**** distraaaaacting
worry,hope
sadness,miss
neutral, I see . 
anger,I was waiting to receive the participation on the profits and did not receive it.
sadness,Apologies in advance.
neutral, like what ? 
fear,In the morning just before going to the dentist.
fear,"When I was 8 years old, I would usually come home from school with my mother in a car.  For the first time I had to take the school bus, and I mistook the bus stop and found myself two kilometres away from where I lived.  I was very scared, wondering how I would get back home."
neutral,
fear,The Training Sub-Committee is extremely concerned at the amount of pressure Trainers are under and feel there is an urgent need for a group of people to begin training now . 
neutral,
neutral,pretty.
neutral,"_bennett gotta go drive my Dad around today, but i`ll be back this afternoon."
neutral,I wanna go see the cab really bad.
sadness,sorry I didn`t message you yet... I couldn`t get my thoughts straight. But tomorrow I`ll try  goodnight
