GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Southeast 3-10-88-1,"12,20,2017",1,14,1,21,1, ,1,0,0,40,10,0,6,"Parks & Rec, Volunteer",1,1,1,1,1,1,Friend was shot and killed,1,1,1,1,1, ,3,2,2,2,2,3,3,4,4,4,4,4,1,1,1,1,1,1,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,2,3,1, ,,5,11,777,1,1,1,4,4,5,5,5,5,4,4, ,5,4,5,5,5,4,3,5,4,5,5,5,2,4,3,3,3,3, ,4,5,5,2,4,3,4,4,2,2,2,5,1,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,School Parks & Rec,1,Basketball/Football,0,777,0,Basketball,1, ,1,1,1,1,1,1,1,2,2,1,2,2,3, ,3,3,3,3,3,3,3,4,5,2, ,2,2,1,1,1,1,0,0, ,1,3,3,3,0,4,4,Blank, ,999,Southeast 3-10-88-1,"9,09,1999","9,09,1999",1,3,3,3,0,Client is doing okay., 
Hollenbeck 2-20-145-2,"12,21,2017",2,20,1,8,3, ,0,0,0,0,0,0,0,777,2,1,1,0,0,0,777,0,2,3,3,3, ,2,4,2,2,2,3,2,5,3,2,4,5,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,4,1,0, ,1,5,8,777,1,3,3,5,5,4,4,4,4,5,5, ,5,5,4,3,3,4,4,4,4,4,5,4,3,4,2,2,2,2, ,5,4,5,4,4,2,4,4,3,3,3,4,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,0,0.6,2, , , ,0,777,0,777,1,friends,0,Friends,1, ,4,3,4,1,3,3,2,3,4,3,3,4,4, ,3,3,3,3,3,3,4,4,4,4, ,2,9,2,4,2,4,1,0, ,3,2,3,4,0,3,3,"pages 5, 9, 10, 11", ,777,Hollenbeck 2-20-145-2,"12,21,2017","1,08,2018",1,2,0,4,0,client has shown lots of progress. Client has recd a guard card thru the program who did the ink foundry and completed the LIFE group and was always at the YES program. Completed community service., 
Newton 2-23-151-1,"12,21,2017",2,24,1,13,4, ,1,1,0,0,0,32,4,VOALA activities,7,0,0,1,0,1,Client relapsed but made it a goal to change,1,2,2,2,2, ,2,4,2,2,2,5,3,5,4,1,1,4,1,0,1,0,1,14,1,0,1,0, ,The bunnies,No comment,No comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0, ,3,31,3,777,1,5,7,5,5,5,5,5,5,4,5, ,2,1,3,2,3,4,5,5,4,5,5,4,1,4,1,1,1,5, ,5,5,5,1,5,3,4,5,2,2,4,1,2,3, ,The bunnies,1, ,1,13,1,,6,,,,1,1,0,0,0,0,0,0,0, ,7,2,2,5,1,1,1,5,1,4,2,3,3,3,3, ,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5, ,0,1,1,1,0,0.6,2, , , ,1,Work friends,1,Volunteers of America (GRYD),1,VOALA,1,Volunteers of America (GRYD),1, ,5,3,5,4,1,1,3,4,5,5,5,4,3, ,1,5,1,1,1,5,1,1,3,2, ,3,0,3,4,1,0,0,0, ,1,3,1,1,0,3,4,Blank, ,999,Newton 2-23-151-1,"12,21,2017","12,21,2017",1,4,4,1,1,Client obtained employment and continues to be sober, 
Newton 2-23-204-1,"12,21,2017",2,19,2,13,3, ,0,0,0,35,0,35,7,Active in church bible studies,0,0,0,0,0,0,777,0,1,1,1,1, ,1,4,1,1,1,5,3,3,3,5,5,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,999,4,999,2,999, ,0,5,6,777,1,4,4,4,1,3,5,4,2,3,5, ,3,3,3,3,3,4,4,4,4,4,4,4,2,4,1,1,1,4, ,2,1,2,2,4,3,4,4,3,3,3,3,2,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,Friends in church,0,777,1,Bible Study's,1,Volunteers of America (GRYD),1, ,3,3,3,2,3,3,3,4,4,3,4,4,4, ,2,4,2,2,2,4,1,1,1,2, ,3,3,3,0,0,0,0,0, ,4,2,0,4,0,2,4,Blank, ,999,Newton 2-23-204-1,"12,21,2017","12,21,2017",1,4,1,3,0,Client started working and has continued doing great at her new job., 
Southwest 2-23-61-2,"12,21,2017",2,16,2,23,3, ,0,1,0,40,4,30,0,777,1,0,0,1,0,0,777,0,1,5,3,3, ,3,2,2,1,2,5,2,3,5,2,2,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0, ,1,5,3,777,1,2,4,5,5,4,3,3,4,2,3, ,4,3,5,4,3,3,3,2,4,2,3,4,3,2,1,1,3,3, ,5,5,5,3,5,4,3,3,3,2,5,5,1,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,School,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,9,9,9,9,9,1,2, ,1,4,1,3,0,3,3,Blank, ,999,Southwest 2-23-61-2,"12,21,2017","9,09,1999",1,4,1,3,0,Blank, 
Foothill-14-401-1,"12,22,2017",1,16,1,5,2, ,0,0,0,35,0,0,0,777,0,0,0,0,0,1,My dog died,0,4,4,3,2, ,2,3,2,3,4,2,2,3,5,5,5,5,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,2,1,999, ,0,0,5,777,1,1,7,3,4,4,2,3,4,3,4, ,1,3,2,2,1,3,4,4,4,4,4,4,1,4,1,1,1,5, ,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,1,0,0.4,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,4,9,9,9,9,9,0,0, ,3,1,0,4,0,3,1,Blank, ,999,Foothill-14-401-1, , , , , , , ,no page 17 completed, 
Foothill-14-400-1,"12,22,2017",1,16,1,5,2, ,0,0,0,35,0,0,0,777,0,0,0,0,0,0,777,0,4,4,4,2, ,2,3,2,3,4,3,2,2,5,5,5,5,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,2,1,999, ,0,0,5,777,1,1,7,4,4,4,2,4,4,4,4, ,1,2,2,3,1,3,3,3,3,3,4,4,2,4,2,2,2,4, ,1,1,1,2,3,2,3,2,4,3,5,2,4,3, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,9,9,9,9,9,0,0, ,3,1,0,4,0,3,1,Blank, ,999,Foothill-14-400-1, , , , , , , ,no page 17 completed, 
Southwest 2-23-34-2,"12,22,2017",2,17,2,23,2, ,0,0,0,40,4,0,0,777,0,0,0,1,0,0,777,0,5,3,3,3, ,2,4,2,1,1,5,3,3,3,4,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0, ,0,5,2,777,1,0,0,3,1,2,3,2,1,1,4, ,3,2,2,2,2,2,3,3,3,3,3,4,1,5,1,1,2,5, ,4,2,4,4,3,5,5,3,3,3,3,3,3,4, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,0,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,9,9,9,9,9,0,0, ,1,4,1,3,0,3,3,Blank, ,999,Southwest 2-23-34-2,"9,09,1999","9,09,1999",1,4,1,3,0,Blank, 
Southwest 1-15-350-2,"12,23,2017",1,28,1,22,4, ,1,0,0,0,0,50,4,Security guard at 7/11 stores,4,2,2,1,1,1,Got incarcerated,1,3,3,3,3, ,2,4,2,2,2,4,3,4,4,3,4,3,0,,0,,1,1.5,1,0,0,, ,Group,999,999,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,3,1, ,3,20,4,777,1,4,5,3,2,2,4,5,5,4,4, ,5,3,3,3,3,4,4,4,4,4,5,5,2,2,2,2,2,4, ,5,5,5,5,5,3,4,4,4,4,3,3,3,3, ,Group,1, ,1,13,1,16,6,23,10,50,1,1,2,2,3,1,2,1,1, ,4,4,4,4,3,4,4,4,3,3,2,3,4,4,2, ,4,1,1,2,3,2,3,5,2,2,2,3,3,3,2, ,1,1,1,1,1,1,2, , , ,1,7/11 store,0,777,1,999,1,CBInc,1, ,2,0,3,4,1,1,2,5,5,5,4,4,4, ,2,4,2,1,1,5,4,2,4,3, ,3,1,2,4,0,2,0,1, ,1,4,2,2,2,4,4,Blank, ,999,Southwest 1-15-350-2,"9,09,1999","9,09,1999",1,4,2,1,1,Good client want a better job, 
Newton 2-23-141-1,"12,29,2017",2,18,1,13,3, ,1,1,1,0,0,40,5,Participates in GRYD outings also uses computer at program,3,0,0,0,0,0,777,0,1,2,2,2, ,1,5,2,2,2,5,2,3,3,2,2,4,1,0,1,0,0,,0,,1,4, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1, ,3,10,3,777,1,5,1,5,4,3,4,5,5,5,5, ,2,1,1,1,1,5,5,4,4,4,5,4,1,5,1,1,1,5, ,2,5,5,1,5,3,4,5,2,2,4,4,2,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,1,0.4,2, , , ,1,Friends from work,1,Volunteers of America (GRYD),1,VOALA,1,Volunteers of America (GRYD),1, ,5,5,5,3,2,1,2,4,4,4,2,4,5, ,2,4,1,1,1,4,1,1,4,1, ,2,9,2,9,9,0,0,0, ,1,3,1,3,0,3,4,Client seemed honest about his answers., ,999,Newton 2-23-141-1, , , , , , , ,no page 17 completed, 
Olympic-12-162-2,"1,02,2018",1,14,2,15,1, ,0,0,0,10,8,0,2,Involved in school self-esteem classes,4,2,2,0,0,0,777,0,5,3,2,3, ,4,1,2,2,3,3,1,4,5,4,4,4,0,,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,1,2,999,999,2, ,1,10,5,777,1,1,3,4,5,3,3,4,3,3,3, ,2,3,3,4,2,3,3,4,4,3,2,3,4,4,3,1,2,5, ,4,2,2,3,3,2,4,2,2,3,3,4,2,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,0,9,9,9,9,0,0, ,3,3,1,4,0,3,4,Blank, ,999,Olympic-12-162-2, , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-222-1,"1,02,2018",1,29,2,7,2, ,1,1,1,0,0,28,6,Religious activities,1,0,0,1,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,3,5,5,5,5,1,0,,0,,0,,0,,0,, ,Friends,Didn't want to get involved in substance abuse,999,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,2,2,1,0,2, ,2,31,7,777,1,2,3,5,5,2,1,4,5,2,1, ,5,2,5,3,4,4,3,2,1,3,3,3,3,1,3,3,3,3, ,5,4,5,4,2,1,4,3,1,3,3,4,4,3, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,4,2,1,3,0,5,4,Blank, ,999,Hollenbeck 1-20-222-1,"1,02,2018","1,02,2018",2,2,2,3,2,Great participation from client. Client has set goals and target them well., 
Newton 1-17-145-1,"1,03,2018",2,16,1,12,3, ,1,1,0,8,25,16,0,777,2,2,2,1,0,0,777,0,2,2,3,2, ,2,3,2,2,2,4,3,5,5,3,3,4,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,2,0, ,1,10,5,777,1,4,5,5,3,3,2,4,5,4,4, ,3,3,3,3,4,4,4,4,3,4,4,4,3,4,2,2,2,4, ,5,5,5,3,4,4,4,3,4,3,4,4,4,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,1,0.4,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,9,9,9,9,9,1,0, ,1,4,2,2,1,4,3,Blank, ,999,Newton 1-17-145-1, , , , , , , ,no page 17 completed, 
Southeast 2-20-107-2,"1,04,2018",3,22,1,20,1, ,1,0,0,0,0,32,8,Hygiene,2,0,0,1,0,0,777,0,1,1,1,1, ,1,5,1,1,1,4,2,4,5,2,2,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,999,1,1,1, ,0,5,3,777,1,2,2,4,5,4,4,3,5,5,3, ,4,4,4,3,3,4,4,4,4,5,5,4,3,3,3,2,3,3, ,4,4,5,3,5,1,5,5,3,5,3,3,3,5, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,0,0.6,2, , , ,1,church,0,777,0,777,0,church,1, ,3,3,2,1,1,1,2,3,3,5,5,4,3, ,3,3,3,2,3,3,3,4,4,3, ,3,0,2,3,3,1,2,1, ,2,3,1,4,2,4,4,Blank, ,777,Southeast 2-20-107-2,"1,14,2018","1,14,2018",1,4,1,3,1,Blank, 
Newton 2-23-272-1,"1,04,2018",1,16,1,13,0, ,1,0,0,11,5,0,4,Client comes to program twice a week to self improve,0,0,0,0,0,0,777,0,1,1,1,1, ,3,3,2,2,2,4,3,3,5,5,5,3,0,,0,,0,,0,,0,, ,F13 Gang,"Client started getting put on probation has changed his way of thinking, client on probation for robbery, client does not want to get caught up",Client started trying to stay focused in school and focusing on getting off probation,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,999,2,1,2,999, ,0,0,5,777,1,5,6,5,3,4,4,4,5,5,5, ,5,2,4,3,2,3,3,3,4,4,4,4,1,5,1,1,1,5, ,5,3,3,3,5,3,5,5,5,4,2,5,1,2, ,F13 Gang,1, ,1,14,1,16,6,9,8,70,1,1,0,0,0,0,3,0,2, ,5,2,2,4,2,3,3,2,5,5,2,4,4,4,2, ,1,1,1,2,2,2,2,2,4,4,5,2,4,3,5, ,1,0,0,0,0,0.2,2, , , ,1,Client hangs with kids in school,1,Volunteers of America (GRYD),1,Client stated he comes to program to keep busy,1,Volunteers of America (GRYD),1, ,4,4,0,3,2,2,3,4,3,4,3,3,4, ,3,4,1,1,1,4,1,1,1,1, ,3,2,3,0,0,2,1,2, ,4,2,3,1,1,2,4,Blank, ,999,Newton 2-23-272-1,"1,26,2018","1,26,2018",4,2,2,1,1,"Client has very little time, in program but has shown effort, client knows being in group is not good for stability", 
Harbor-21-210-1,"1,04,2018",1,16,1,6,3, ,0,0,0,5,0,0,0,777,5,4,4,1,0,0,777,0,2,3,1,2, ,3,4,2,2,3,3,2,3,2,2,4,3,0,,0,,1,0,0,,0,, ,Friends,Yea all of them are in and out of jail - I'm not trying to be like that.,They do too much.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0, ,0,5,5,777,1,1,2,5,4,3,3,5,3,4,5, ,3,3,3,2,3,3,3,3,2,3,4,3,3,3,2,2,2,4, ,4,3,5,1,4,3,4,3,3,3,4,4,3,2, ,Friends,1, ,1,15,1,15,2,16,13,20,1,1,2,2,5,0,3,2,1, ,3,2,2,2,1,2,4,2,4,4,2,3,3,4,2, ,3,1,4,1,2,2,3,2,4,4,4,3,4,2,2, ,0,1,1,0,1,0.6,2, , , ,1,school friends,0,777,1,activity friends,0,positive friends, , ,4,4,4,2,5,7,3,3,2,2,2,3,4, ,2,4,2,2,3,3,2,1,5,1, ,2,1,3,3,0,3,3,3, ,3,2,2,1,2,3,4,Blank, ,1,Harbor-21-210-1,"1,04,2018","1,04,2018",3,2,2,1,2,Blank, 
Olympic-12-181-1,"1,04,2018",1,20,1,15,1, ,0,0,0,25,0,15,10,999,3,1,1,0,0,0,777,0,3,2,2,1, ,3,3,2,1,1,2,2,5,4,4,5,4,0,,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,999,999,1,1,999,999,999,999,999,999,2,3,3,1,1, ,1,5,10,777,1,0,0,1,1,2,3,3,3,2,1, ,2,2,1,1,1,2,2,2,1,1,3,1,1,1,2,2,2,1, ,3,2,1,1,2,3,3,3,3,2,2,1,2,1, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,1,1,0.4,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,9,9,9,9,9,0,0, ,3,3,0,4,0,3,4,Blank, ,999,Olympic-12-181-1, , , , , , , ,no page 17 completed, 
Newton 2-23-263-1,"1,04,2018",1,18,1,13,3, ,0,0,0,30,1,0,999,Drug classes at VOA,2,1,1,0,0,1,Probation,1,2,3,3,2, ,2,3,2,2,2,4,2,5,4,2,2,5,1,180,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,999, ,0,0,3,777,1,2,2,4,2,3,2,3,4,3,4, ,3,4,3,2,2,3,3,2,3,3,4,4,3,3,2,2,2,3, ,4,5,5,4,2,2,2,3,4,3,4,2,4,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,0,0,0.4,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,9,9,2,3,9,4,4, ,4,1,3,1,1,2,3,Blank, ,999,Newton 2-23-263-1,"1,04,2018","1,04,2018",4,2,0,4,9,"New client, sill getting to know the client.", 
Southeast 2-20-145-1,"1,05,2018",3,17,1,20,1, ,0,0,1,30,6,0,5,Hygiene,2,0,0,1,0,0,777,0,5,4,3,3, ,3,5,1,1,2,4,1,2,3,3,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,999,1,999, ,0,5,3,777,1,1,2,5,4,4,4,4,5,5,5, ,3,3,4,4,5,3,5,5,4,4,4,5,2,3,1,2,2,5, ,5,5,5,4,4,4,4,3,3,3,1,3,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,0,0.8,2, , , ,1,church,1,football,0,777,0,football camp,1, ,5,5,5,2,1,1,2,2,3,1,2,2,5, ,2,1,3,3,3,3,4,3,5,4, ,2,2,2,3,1,0,0,0, ,1,2,1,4,3,3,3,Blank, ,777,Southeast 2-20-145-1,"1,05,2018","1,05,2018",1,3,1,3,2,Blank, 
Southeast 1-22-106-2,"1,05,2018",1,15,2,19,1, ,0,0,0,40,2,0,0,777,5,2,2,0,0,0,777,0,2,4,5,2, ,2,5,1,2,5,3,4,2,3,5,4,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,7,0,2, ,0,5,1,777,1,3,5,5,5,3,4,5,5,5,3, ,5,5,4,4,4,5,3,4,4,4,4,5,3,3,2,1,5,4, ,5,4,5,3,4,2,4,5,2,2,4,4,1,5, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,1,school friends,0,777,0,777,0,school friends,1, ,3,4,3,4,3,2,2,3,2,2,2,3,4, ,4,3,2,2,3,3,2,2,3,3, ,3,9,2,9,9,9,1,1, ,4,2,0,,2,3,4,Blank, ,777,Southeast 1-22-106-2, , , , , , , ,no page 17 completed, 
Newton 1-17-215-2,"1,05,2018",1,14,2,12,3, ,0,0,0,7,3,0,0,777,2,2,2,1,0,1,No,,3,3,3,2, ,2,3,2,2,2,3,3,5,5,3,3,5,0,,0,,0,,0,,0,, ,Homies,Yes. My brothers going to jail hurt me.,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,999, ,0,5,4,777,1,1,1,2,2,2,2,1,3,3,3, ,3,2,3,2,2,3,4,3,3,3,4,4,3,2,3,3,3,3, ,5,5,5,4,4,3,3,3,3,3,3,3,3,3, ,Homies,1, ,1,12,0,,6,25,11,49,1,1,4,4,4,3,3,5,3, ,3,4,4,3,4,4,4,4,2,4,3,3,3,3,3, ,5,5,5,4,4,2,3,3,3,3,2,3,2,3,5, ,1,0,1,0,1,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,3,9,2,3,9,2,1, ,4,1,4,1,4,5,3,3, ,999,Newton 1-17-215-2, , , , , , , ,no page 17 completed, 
Valley-92-50-1,"1,05,2018",1,17,1,999,1, ,0,0,0,0,0,0,1,GRYD,3,3,3,1,0,0,777,0,3,4,4,2, ,4,4,2,2,3,3,4,3,3,3,2,3,1,0,1,180,0,,0,,0,, ,No group,777,777,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,1,2,1, ,0,0,3,777,1,3,7,3,4,3,2,4,5,4,3, ,3,3,4,2,2,3,3,4,3,4,4,4,4,3,2,2,3,3, ,4,4,5,4,4,4,4,4,4,3,4,3,3,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,1,1,1,2, , , ,1,Friends,0,777,0,777,0,No name, , ,3,3,3,2,3,7,2,3,3,3,3,3,4, ,4,3,3,2,3,3,4,4,5,4, ,2,3,2,4,0,0,6,5, ,4,2,1,4,0,3,4,Blank, ,999,Valley-92-50-1, , , , , , , ,no page 17 completed, 
Northeast-20-306-1,"1,06,2018",2,18,1,14,1, ,0,0,0,35,0,0,0,777,6,3,3,1,1,0,777,0,4,4,4,4, ,3,3,2,2,2,4,1,2,4,2,4,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,5,1,0, ,0,0,8,777,1,0,0,4,5,4,5,5,5,5,5, ,2,2,2,2,2,2,4,4,5,5,5,5,2,4,2,2,2,4, ,4,5,5,3,5,2,3,3,4,3,4,3,2,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,0,1,0.8,2, , , ,1,school,0,777,1,skater friend,0,Stake team, , ,3,5,1,4,3,3,2,4,2,3,5,4,5, ,2,5,2,2,4,2,4,5,5,3, ,1,9,2,9,9,0,4,1, ,2,3,3,3,3,3,3,His involvement, ,999, , , , , , , , ,no page 17 completed, 
